ParasiteCorrectedName,close,nonclose,vector,intermediate,ParasiteTraitsCitation
Taenia crassiceps,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia crocutae,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp309
Taenia hyaenae,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp310
Taenia hydatigena,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;;Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp311
Taenia krabbei,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia laticollis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia macrocystis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia madoquae,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia martis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia multiceps,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp313
Taenia omissa,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp314
Taenia ovis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp315
Taenia parva,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia pencei,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia pisiformis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia polyacantha,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia regis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp316
Taenia rileyi,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia saginata,0,0,0,1,
Taenia serialis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;
Taenia solium,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp317
Taenia taxidiensis,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Taenia twitchelli,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Tapironema coronatum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 81"
Tarsopsylla octodecimdentata,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 609
Teladorsagia boreoarcticus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 98"
Teladorsagia circumcincta,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 99"
Teladorsagia davtiani,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 100"
Teladorsagia hamata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 101"
Tetragynopus aotophilus,1,0,0,0,
Tetrapetalonema nicollei,0,0,1,0,
Tetrapetalonema parvum,0,0,1,0,
Theileria annae,0,0,1,0,
Theileria bicornis,0,0,1,0,
Theileria buffeli,0,0,1,0,
Theileria cervi,0,0,1,0,
Theileria mutans,0,0,1,0,
Theileria parva,0,0,1,0,
Thelazia californiensis,0,0,1,0,
Thelazia callipaeda,0,0,1,0,
Thelazia gulosa,0,0,1,0,
Thrassis fotas,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 606
Thysanosoma actinioides,0,0,0,1,
Thysanotaenia lemuris,0,0,0,1,
Toxascaris leonina,0,1,0,0,
Toxocara canis,1,0,0,0,
Toxocara cati,1,0,0,0,
Toxocara genettae,1,0,0,0,
Toxocara mystax,1,0,0,0,
Toxocara tanuki,1,0,0,0,
Toxocara vitulorum,1,0,0,0,
Toxoplasma gondii,1,1,0,1,"Robert-Gangneux F, Dardé M-L. Epidemiology of and Diagnostic Strategies for Toxoplasmosis. Clinical Microbiology Reviews. 2012;25(2):264-296. doi:10.1128/CMR.05013-11.;;Robert-Gangneux F, Dardé M-L. Epidemiology of and Diagnostic Strategies for Toxoplasmosis. Clinical Microbiology Reviews. 2012;25(2):264-296. doi:10.1128/CMR.05013-11."
Treponema pallidum,1,0,0,0,
Trichinella britovi,0,1,0,0,"Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 619"
Trichinella murrelli,0,1,0,0,"Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 620"
Trichinella nativa,0,1,0,0,"Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 621"
Trichinella nelsoni,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Trichinella papuae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 622"
Trichinella pseudospiralis,0,1,0,0,"Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 623"
Trichinella sp. T6,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 625"
Trichinella spiralis,0,1,0,0,"Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 624"
Trichinella zimbabwensis,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Trichodectes armatus,1,0,0,0,
Trichodectes canis,1,0,0,0,
Trichodectes colobi,1,0,0,0,
Trichodectes melis,1,0,0,0,
Trichodectes mjoebergi,1,0,0,0,
Trichodectes octomaculatus,1,0,0,0,
Trichodectes pinguis,1,0,0,0,
Trichodectes semiarmatus,1,0,0,0,
Trichomonas intestinalis,1,0,0,0,
Trichophilopterus babakotuphilus,1,0,0,0,
Trichophilopterus ferrisi,1,0,0,0,
Trichophyton mentagrophytes,1,1,0,0,"Luchsinger, Isabelle; Bosshard, Philipp Peter; Kasper, Romano Silvio; et al. Sexually Transmitted Infections. 2015. AND Dua Kirti. Infectious Diseases of Farm Animals. 2012"
Trichophyton simii,1,0,0,0,
Trichospirura leptostoma,0,0,1,0,
Trichostrongylus affinis,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Trichostrongylus angistris,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 99"
Trichostrongylus anomalus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 100"
Trichostrongylus askivali,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 101"
Trichostrongylus auriculatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 102"
Trichostrongylus axei,0,1,0,0,"Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 103"
Trichostrongylus capricola,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 105"
Trichostrongylus colubriformis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 106"
Trichostrongylus deflexus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 107"
Trichostrongylus dosteri,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 108"
Trichostrongylus falculatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 109"
Trichostrongylus instabilis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 110"
Trichostrongylus minor,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 111"
Trichostrongylus pietersei,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 112"
Trichostrongylus probolurus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 113"
Trichostrongylus rugatus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 115"
Trichostrongylus subtilis,0,1,0,0,
Trichostrongylus thomasi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 116"
Trichostrongylus vitrinus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 117"
Trichuris campanula,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Trichuris capreoli,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 606"
Trichuris discolor,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 606"
Trichuris dispar,0,1,0,0,
Trichuris globulosa,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 606"
Trichuris lemuris,0,1,0,0,
Trichuris ovis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 606"
Trichuris skrjabini,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 606"
Trichuris suis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 606"
Trichuris trichiura,0,1,0,0,
Trichuris vulpis,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310
Triodontophorus burchelli,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 65"
Triodontophorus hartmannae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Triodontophorus nipponicus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 67"
Triodontophorus serratus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 68"
Troglodytella abrassarti,1,0,0,0,
Troglostrongylus wilsoni,0,0,0,1,
Trypanosoma advieri,0,0,1,0,
Trypanosoma brimonti,0,0,1,0,
Trypanosoma brucei,1,0,1,0,
Trypanosoma cervi,0,0,1,0,
Trypanosoma congolense,0,0,1,0,
Trypanosoma conorhini,0,0,1,0,
Trypanosoma cruzi,0,0,1,0,
Trypanosoma cyclops,0,0,1,0,
Trypanosoma devei,0,0,1,0,
Trypanosoma diasi,0,0,1,0,
Trypanosoma evansi,0,0,1,0,
Trypanosoma hippicum,0,0,1,0,
Trypanosoma irangiense,0,0,1,0,
Trypanosoma lambrechti,0,0,1,0,
Trypanosoma lesourdi,0,0,1,0,
Trypanosoma minasense,0,0,1,0,
Trypanosoma mycetae,0,0,1,0,
Trypanosoma perodictici,0,0,1,0,
Trypanosoma pestanai,0,0,1,0,
Trypanosoma primatum,0,0,1,0,
Trypanosoma rangeli,0,0,1,0,
Trypanosoma sanmartini,0,0,1,0,
Trypanosoma simiae,0,0,1,0,
Trypanosoma theileri,0,0,1,0,
Trypanosoma venezuelense,0,0,1,0,
Trypanosoma vivax,0,0,1,0,
Trypanoxyuris atelis,1,1,0,0,
Trypanoxyuris atelophora,1,1,0,0,
Trypanoxyuris brachytelesi,1,1,0,0,
Trypanoxyuris callicebi,1,1,0,0,
Trypanoxyuris callis,1,1,0,0,
Trypanoxyuris callithricis,1,1,0,0,
Trypanoxyuris clementinae,1,1,0,0,
Trypanoxyuris croizati,1,1,0,0,
Trypanoxyuris goeldii,1,1,0,0,
Trypanoxyuris lagothricis,1,1,0,0,
Trypanoxyuris microon,1,1,0,0,
Trypanoxyuris minutus,1,1,0,0,
Trypanoxyuris oedipi,1,1,0,0,
Trypanoxyuris satanas,1,1,0,0,
Trypanoxyuris sceleratus,1,1,0,0,
Trypanoxyuris trypanuris,1,1,0,0,
Tunga penetrans,0,1,0,0,
Umingmakstrongylus pallikuukensis,0,0,0,1,
Uncinaria criniformis,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.369-370
Uncinaria hamiltoni,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.369-370
Unicinaria lucasi,1,1,0,0,Anderson. Nematode Parasites of Vertebrates.  Their devlopment and transmission 2nd edition. 2000. pg. 55
Unicinaria stenocephala,0,1,0,0,Anderson. Nematode Parasites of Vertebrates.  Their devlopment and transmission 2nd edition. 2000. pg. 55-56;
Varestrongylus alces,0,0,0,1,
Varestrongylus alpenae,0,0,0,1,
Varestrongylus capreoli,0,0,0,1,
Varestrongylus sagittatus,0,0,0,1,
Varicellovirus Bovine alphaherpesvirus 1,1,0,0,0,"Muylkens, Benoît, et al. ""Bovine herpesvirus 1 infection and infectious bovine rhinotracheitis."" Veterinary research 38.2 (2007): 181-209."
Varicellovirus Canid alphaherpes virus 1,1,0,0,0,"Larsen RW, Kiupel M, Balzer H-J, Agerholm JS. Prevalence of canid herpesvirus-1 infection in stillborn and dead neonatal puppies in Denmark. Acta Veterinaria Scandinavica. 2015;57(1):1. doi:10.1186/s13028-014-0092-9."
Varicellovirus Caprine alphaherpesvirus 1,1,0,0,0,"Tempesta et al. Jurnal of Veterinary Medicine, Series B. 2000"
Varicellovirus Cercopithecine alphaherpesvirus 9,1,0,0,0,
Varicellovirus Cervid alphaherpesvirus 1,1,0,0,0,"das Neves, Carlos G., et al. ""Cervid herpesvirus 2 infection in reindeer: a review."" Veterinary microbiology 143.1 (2010): 70-80."
Varicellovirus Cervid alphaherpesvirus 2,1,0,0,0,"das Neves, Carlos G., et al. ""Cervid herpesvirus 2 infection in reindeer: a review."" Veterinary microbiology 143.1 (2010): 70-80."
Varicellovirus Equid alphaherpesvirus 1,1,0,0,0,
Varicellovirus Equid alphaherpesvirus 4,1,0,0,0,
Varicellovirus Felid alphaherpesvirus 1,1,0,0,0,"Maes R. Felid Herpesvirus Type 1 Infection in Cats: A Natural Host Model for Alphaherpesvirus Pathogenesis. ISRN Veterinary Science. 2012;2012:495830. doi:10.5402/2012/495830.;Hurst, C. J. 2000. Viral Ecology. Pg.498"
Varicellovirus Phocid alphaherpes virus 1,1,0,0,0,"Hurst, C. J. 2000. Viral Ecology. Pg.499;Hurst, C. J. 2000. Viral Ecology. Pg.500;Hurst, C. J. 2000. Viral Ecology. Pg.501"
Varicellovirus Suid alphaherpesvirus 1,1,1,1,0,"Hurst, C. J. 2000. Viral Ecology. Pg.502;Wittman. Comp. Immun. Microbiol. Infect. Dis. 1991"
Versteria mustelae,0,1,0,1,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.310;
Vesiculovirus Indiana vesiculovirus,1,0,1,0,"Hastie E, Cataldi M, Marriott I, Grdzelishvili VZ. Understanding and altering cell tropism of vesicular stomatitis virus. Virus research. 2013;176(0):10.1016/j.virusres.2013.06.003. doi:10.1016/j.virusres.2013.06.003."
Vesiculovirus Klamath virus,1,0,0,0,
Vesiculovirus New Jersey vesiculovirus,0,0,1,0,
Vesivirus Feline calicivirus,0,1,0,0,"Hurst, C. J. 2000. Viral Ecology. Pg.538"
Vesivirus Vesicular exanthema of swine virus,0,1,0,0,Green et al. 2000. Journal of Infectious Diseases. 
Vibrio alginolyticus,0,1,0,0,
Vibrio cholerae,0,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 424"
Vibrio fluvialis,0,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 424-5"
Vibrio parahaemolyticus,0,1,0,0,
Vigisospirura potekhina,0,0,0,1,
Vogeloides felis,0,0,0,1,
Watsonius deschieni,0,0,0,1,
Wuchereria bancrofti,0,0,1,0,
Wuchereria kalimantani,0,0,1,0,
Xenopsylla cryptonella,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 607
Xenopsylla cunicularis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 608
Yersinia aldovae,1,1,0,0,"Von Tils D, Blädel I, Schmidt MA, Heusipp G. Type II secretion in Yersinia—a secretion system for pathogenicity and environmental fitness. Frontiers in Cellular and Infection Microbiology. 2012;2:160. doi:10.3389/fcimb.2012.00160."
Yersinia enterocolitica,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002.3 p 365;Mahon, Lehman and Manuselis. Textbook of Diagnostic Microbiology. 2011. pg. 445"
Yersinia frederiksenii,1,1,0,0,Mittal et al. BMC Microbiology. 2007.
Yersinia intermedia,1,1,0,0,Mittal et al. BMC Microbiology. 2007.
Yersinia kristensenii,1,1,0,0,Mittal et al. BMC Microbiology. 2007.
Yersinia pestis,1,0,1,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 367;Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 367"
Yersinia pseudotuberculosis,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002.;Mahon, Lehman and Manuselis. Textbook of Diagnostic Microbiology. 2011. pg. 445"
Zonorchis goliath,0,0,0,1,
Zygocotyle lunata,0,1,0,1,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 484"
